",""smiles"""
"1257,""ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl"""
"1258,""CCCCCCCCCCCC([O]|[Sn](|[O]C(=O)CCCCCCCCCCC)(CCCC)CCCC)=O"""
"1259,""Cc1ccccn1"""
"1260,""CC(=O)CCc1ccc(OC(C)=O)cc1"""
"1261,""[O-][Cl]=O"""
"1262,""Cc1ccc(cc1N)[N+]([O-])=O"""
"1263,""CC1OC(C)OC(C)OC(C)O1"""
"1264,""COc1cccc(O)c1"""
1265,NA
"1266,""CCCCCCCC(C)=O"""
1267,NA
"1268,""[Cl-].[Cl-].[Ba++]"""
"1269,""COc1cc(OC)c(C=O)cc1OC"""
1270,NA
"1271,""[H+].[Cl-].CCCCCCCCCCSCCN"""
1272,NA
"1273,""CC1(C)CNC(=NC1)N\N=C(/C=C/c2ccc(cc2)C(F)(F)F)\C=C\c3ccc(cc3)C(F)(F)F"""
"1274,""[H+].[H+].[Cl-].[Cl-].Oc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1CN4CCCC4"""
"1275,""Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+]([O-])=O"""
"1276,""N#CSCSC#N"""
"1277,""[Na+].[Na+].[O-]C(=O)C([O-])=O"""
"1278,""ClC1C2(Cl)C3C4C5OC5C6C4C1(Cl)C(Cl)(C36)C2(Cl)Cl"""
"1279,""CC(C)(C)CN"""
"1280,""COc1cc(N[S](=O)(=O)c2ccc(N)cc2)nc(OC)n1"""
1281,NA
"1282,""FC(F)(F)c1nc2cc(Cl)c(Cl)cc2n1C(=O)Oc3ccccc3"""
"1283,""[Na+].CCCCCCCCCCCC([O-])=O"""
"1284,""CCCCCCCCCC[C@H]1O[C@H]1CCCCC(C)C"""
"1285,""OCCOCCOCCO"""
"1286,""Cc1ccccc1C=O"""
"1287,""[Na+].[I-]"""
"1288,""Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1"""
"1289,""N.CNC.ClCC1CO1"""
"1290,""Oc1ccc(Cl)c(O)c1"""
"1291,""ClC(Cl)C(Cl)Cl"""
"1292,""[Na+].[O-]B=O"""
"1293,""Clc1ccc(C(Cn2ccnc2)OCC=C)c(Cl)c1"""
"1294,""Clc1ccc(cc1)c2ccccc2"""
"1295,""COC(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c3ccccc3"""
"1296,""CC(=O)c1ccccc1"""
"1297,""CNC(=O)Oc1ccccc1C(C)C"""
"1298,""CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1"""
"1299,""CCCCOC(C)=O"""
"1300,""[O-][N+](=O)c1cccc(C=O)c1"""
"1301,""N(Nc1ccccc1)c2ccccc2"""
"1302,""CCCCNC(=S)NCCCC"""
"1303,""Clc1cccc(Cl)c1Cl"""
"1304,""OCC(COCC=C)(COCC=C)COCC=C"""
"1305,""[K+].[K+].[Hg++].[S-]C#N.[S-]C#N.[S-]C#N.[S-]C#N"""
"1306,""[Na+].[Fe++].OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O"""
"1307,""OCCCCC(O)CO"""
"1308,""[K+].[O-]c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl"""
1309,NA
"1310,""COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2ncccc2C(F)(F)F)n1"""
"1311,""ClC(Cl)C(Cl)[S](=O)C(Cl)C(Cl)Cl"""
"1312,""CO[P](=S)(OC)SCc1ccc(S[P](=S)(OC)OC)cc1"""
1313,NA
"1314,""Clc1ccc(C=O)cc1"""
"1315,""CC(O)C#N"""
1316,NA
"1317,""CC(C)(C)N"""
"1318,""CC1(C)C(\C=C(/Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2"""
"1319,""[Mo]"""
"1320,""Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1"""
"1321,""[O-][N+](=O)c1cccc2ccccc12"""
"1322,""CC(C)(C)c1ccc(cc1)C(O)=O"""
"1323,""NCCO.OC(=O)c1nc(Cl)ccc1Cl"""
"1324,""COC(=O)N(C(=O)N1CO[C@]2(Cc3cc(Cl)ccc3C2=N1)C(=O)OC)c4ccc(OC(F)(F)F)cc4"""
"1325,""[H+].[H+].[Cl-].[Cl-].NCCN"""
"1326,""COC(=O)C=C"""
"1327,""[O-][N+](=O)c1ccc(Cl)c(C=O)c1"""
"1328,""[O-][Se]([O-])(=O)=O"""
"1329,""OCCO"""
"1330,""[K+].O=C1NNC(=O)C=C1"""
"1331,""CC[S](=O)CCO[P](=O)(OC)OC=C(Cl)Cl"""
1332,NA
"1333,""CCC(C)(C)c1ccc(O)cc1"""
"1334,""CC(O)CN(CC(C)O)CC(C)O.Nc1c(Cl)c(Cl)nc(C(O)=O)c1Cl"""
"1335,""CON(C(=O)OC)c1ccccc1COc2ccn(n2)c3ccc(Cl)cc3"""
"1336,""C=CC(=O)OC1CCCCC1"""
"1337,""Nc1ccc(Br)cc1"""
"1338,""CCCC1=CC(=O)NC(=S)N1"""
"1339,""CCN(CC)CC.Nc1c(Cl)c(Cl)nc(C(O)=O)c1Cl"""
"1340,""CCCCOC(=O)\C=C\C(=O)OCCCC"""
"1341,""[O-][N+](=O)c1cc(ccc1Nc2ccccc2)[S](=O)(=O)Nc3ccccc3"""
"1342,""[Cl-].[Ag+]"""
"1343,""O=C(Nc1cccc2C(=O)c3c4[nH]c5c(cc(NC(=O)c6ccccc6)c7C(=O)c8ccccc8C(=O)c57)c4ccc3C(=O)c12)c9ccccc9"""
"1344,""Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl"""
1345,NA
"1346,""o1c2ccccc2nc1c3sc(cc3)c4oc5ccccc5n4"""
"1347,""CCC1O[C@]2(CCC1C)C[C@@H]3C[C@@H](C\C=C(/C)CC(C)/C=C/C=C/4CO[C@@H]5[C@H](O)C(=C[C@@H](C(=O)O3)[C@]45O)C)O2"""
"1348,""CCCCCCC(C)=O"""
"1349,""Clc1c(Cl)c(Cl)c2C(=O)OCc2c1Cl"""
"1350,""CCO"""
"1351,""CCCCCCCCCCCC#N"""
1352,NA
"1353,""CN(C)N=O"""
"1354,""CC(C)c1cccc(C(C)C)c1N"""
"1355,""Clc1cccc(c1)c2ccccc2"""
"1356,""CCCCCCCC=C"""
"1357,""O=[Cu]"""
"1358,""[Cl-].[K+]"""
"1359,""CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO"""
"1360,""CC(O)CC(C)(C)O"""
"1361,""[H+].[Cl-].CNC(=O)Oc1cccc(c1)N=CN(C)C"""
"1362,""OC(=O)c1c(Cl)cccc1Cl"""
"1363,""[NH4+].[O-][N+]([O-])=O"""
1364,NA
"1365,""NC1CCCCC1"""
"1366,""[Cl]|[Pb](CC)(CC)CC"""
"1367,""CCC(=O)CC"""
"1368,""CC1(C)C2CCC1(C)C(=O)C2Br"""
"1369,""CC(C)C(O)C(C)C"""
"1370,""COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl"""
"1371,""CCCC/C=C/CC\C=C/CCCCCCOC(C)=O"""
"1372,""CCCC(=O)OCC"""
1373,NA
"1374,""[Co++].CC(=O)/C(=N/Nc1cc(ccc1[O-])[S](N)(=O)=O)C(=O)[N-]c2ccccc2.CC(=O)/C(=N/Nc3cc(ccc3[O-])[S](N)(=O)=O)C(=O)[N-]c4ccccc4"""
"1375,""CCCCCC(=O)OCC"""
1376,NA
"1377,""CC(C)OC(=O)Nc1cccc(Cl)c1"""
"1378,""[Na+].[Na+].C[As]([O-])([O-])=O"""
"1379,""CO\N=C(C(=O)OC)/c1ccccc1COc2ccccc2C"""
"1380,""S.[Ca++]"""
"1381,""CN1CCCC1"""
"1382,""[Na+].O[As](O)([O-])=O"""
"1383,""CC(=O)Nc1ccc(N\N=C\2C=C(C)C=CC2=O)cc1"""
1384,NA
"1385,""[Na+].[O-][S](=O)(=O)c1cc(Cl)ccc1Oc2ccc(Cl)cc2NC(=O)Nc3ccc(Cl)c(Cl)c3"""
"1386,""CNC(=O)Oc1ccccc1N(C)CC#C"""
"1387,""O.O.[Na+].ClN1C(=O)[N-]C(=O)N(Cl)C1=O"""
"1388,""OC(=O)c1ccccc1"""
"1389,""Cc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O"""
"1390,""CC(COc1ccc(cc1)C(C)(C)C)O[S](=O)OCCCl"""
"1391,""CCC(C)N1C(=O)NC(=C(Br)C1=O)C"""
1392,NA
"1393,""[O-]Cl"""
"1394,""[Na+].CNC([S-])=S"""
"1395,""CC1(C)C2CCC(=C)C1C2"""
"1396,""[Na+].[O-]C(=O)c1ccccc1"""
"1397,""CCNCC"""
"1398,""COCCO"""
"1399,""Cc1cc(C)cc(N)c1"""
"1400,""[Na+].[O-]c1ccc(Cl)cc1Cc2ccccc2"""
"1401,""C1CCC=CCC1"""
"1402,""ClC(Cl)(Cl)[S](=O)(=O)C(Cl)(Cl)Cl"""
"1403,""CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC"""
"1404,""C[S+](C)C.O[P](O)(=O)CNCC([O-])=O"""
"1405,""CCCCN"""
"1406,""Cc1cc(C)c2ncccc2c1"""
"1407,""O.O.O.O.O.O.O.[Na+].[Na+].[O-][S]([O-])=O"""
"1408,""CN(C)C=Nc1ccc(Cl)cc1C"""
1409,NA
"1410,""COC(=O)c1ccccc1C(=O)OC"""
"1411,""NNC(N)=S"""
"1412,""CC1(CCCCC1)C(=O)Nc2ccc(O)c(Cl)c2Cl"""
"1413,""CCOc1ccc(cc1)C2(CC2(Cl)Cl)C(=O)OC(C#N)c3cccc(Oc4ccccc4)c3"""
"1414,""CC(C)OC(=O)COc1ccc(Cl)cc1Cl"""
"1415,""Nc1cccc(c1)[N+]([O-])=O"""
"1416,""COCCc1ccc(OCC(O)CNC(C)C)cc1"""
"1417,""Cc1ccc(C)cc1"""
"1418,""Clc1ccc2SC(=S)Nc2c1"""
"1419,""Oc1ccc(Br)cc1C=O"""
"1420,""O=C1c2ccccc2C(=O)c3c4Nc5ccc6c7ccccc7C(=O)c8ccc(c4ccc13)c5c68"""
1421,NA
"1422,""Brc1ccc(Oc2ccccc2)cc1"""
"1423,""o1c2ccccc2c3ccccc13"""
"1424,""OCC#CCO"""
1425,NA
1426,NA
"1427,""[Na+].[Na+].[Zn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O"""
"1428,""NC(=O)Nc1ccc(Cl)cc1"""
1429,NA
"1430,""CN(Cc1ccc(Cl)nc1)C(C)=NC#N"""
"1431,""[nH]1nc2ccccc2n1"""
"1432,""[Na+].[O-][S]1(=NC(=O)c2ccccc12)=O"""
"1433,""COc1cc2N3C4[C@@H]5C(CC3=O)OCC=C6CN7CC[C@]4([C@@H]7C[C@H]56)c2cc1OC"""
"1434,""CC(C)=C1CC[C@H]2C(=C1)CC[C@@H]3[C@]2(C)CCC[C@@]3(C)C(O)=O"""
"1435,""[Na+].CCCCCCCCCCCCOCCOCCOCCO[S]([O-])(=O)=O"""
"1436,""CCO[P](=S)(OCC)Oc1ncn(n1)c2ccccc2"""
"1437,""CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC"""
1438,NA
"1439,""COc1cnc(OC)n2nc(N[S](=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12"""
"1440,""[Na+].Cc1cc(Cl)ccc1OCCCC([O-])=O"""
"1441,""CCCS[P](=S)(OCC)Oc1ccc(Cl)cc1Cl"""
"1442,""CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2"""
"1443,""Cc1ccc(cc1)[N+]([O-])=O"""
"1444,""OC(=O)Cc1cccc2ccccc12"""
"1445,""OCC(O)CCl"""
"1446,""Cc1cc(N)c(O)cc1C"""
"1447,""[K+].[K+].[Ni--](|[C]#N)(|[C]#N)(|[C]#N)|[C]#N"""
1448,NA
"1449,""CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O"""
"1450,""CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1"""
"1451,""Nc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O"""
"1452,""CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO"""
"1453,""O[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"""
"1454,""[Na+].[Na+].CCN(Cc1cccc(c1)[S]([O-])(=O)=O)c2ccc(cc2)[C+](c3ccc(cc3)N(CC)Cc4cccc(c4)[S]([O-])(=O)=O)c5ccc(cc5)[S]([O-])(=O)=O"""
1455,NA
"1456,""CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C"""
"1457,""Clc1ccc(CN2CCSC2=NC#N)cn1"""
"1458,""C[S](C)=O"""
"1459,""Fc1ccc(Oc2ccc(F)cc2)cc1"""
"1460,""C[As]=S"""
"1461,""[Na+].CC(C)N1C(=O)c2ccccc2[N-][S]1(=O)=O"""
"1462,""[Cl-].[Cl-].[Co++]"""
"1463,""N#Cc1ccccc1"""
"1464,""C[C@@]1(CC[C@H]2C(=CC[C@@H]3[C@]2(C)CCC[C@@]3(C)C(O)=O)C1)C=C"""
"1465,""CCCC=O"""
"1466,""ClCc1ccc(CCl)cc1"""
"1467,""OC(=O)C(Cl)(Cl)Cl"""
"1468,""COc1c(O)cc(Cl)c(Cl)c1Cl"""
"1469,""Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl"""
1470,NA
"1471,""BrC1CC(Br)CC(Br)CC(Br)CC(Br)CC(Br)C1"""
"1472,""Oc1ccccc1C=O"""
"1473,""[H+].[Cl-].[Cl-].CCCc1ncc(C[n+]2ccccc2C)c(N)n1"""
1474,NA
1475,NA
"1476,""Cc1c(N)cc(cc1[N+]([O-])=O)[N+]([O-])=O"""
"1477,""CC1=CC[C@@H]2C[C@H]1C2(C)C"""
"1478,""CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12"""
"1479,""Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3"""
"1480,""[Na+].[Na+].Cc1ccc(Nc2ccc(Nc3ccc(C)cc3[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)c(c1)[S]([O-])(=O)=O"""
"1481,""[Cl-].CC(C)NC[C@@H](O)COc1cccc2ccccc12.[H+]"""
1482,NA
"1483,""[K+].[K+].[Zn++](|[C-]#N)(|[C-]#N)(|[C-]#N)|[C-]#N"""
"1484,""O.O.O.[K+].[K+].[O-]C(=O)C1O[Sb]2OC(C(O[Sb]3OC1C(=O)O3)C([O-])=O)C(=O)O2"""
"1485,""[NH4+].[S-]C#N"""
"1486,""[Na+].[Na+].[O-][Mo]([O-])(=O)=O"""
"1487,""[O-][N+](=O)\C(Br)=C/c1ccccc1"""
"1488,""Cl[Hg]c1ccccc1"""
"1489,""Cc1cccc(c1C)[N+]([O-])=O"""
"1490,""Oc1ccccc1C(=O)Nc2ccccc2"""
"1491,""Oc1ccc(cc1)C(=O)CBr"""
"1492,""Oc1cc(Cl)c(Cl)cc1O"""
"1493,""CCO[P](=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C"""
"1494,""ClC1=C(Cl)C2(Cl)C3CO[S](=O)(=O)OCC3C1(Cl)C2(Cl)Cl"""
1495,NA
"1496,""CNC(=O)Oc1ccc(cc1)C(C)(C)C"""
"1497,""[Na+].CC([O-])=O"""
"1498,""O=C(Nc1snnc1)Nc2ccccc2"""
"1499,""CC(C)=CCC\C(C)=C\CO"""
"1500,""CC(C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl"""
"1501,""CCCN(CCC)C(=S)SSC(=S)N(CCC)CCC"""
"1502,""CC(C)(O)C(Cl)(Cl)Cl"""
"1503,""CCO[P](=S)(OCC)Oc1ccc(Cl)cc1Cl"""
"1504,""O=NN(c1ccccc1)c2ccccc2"""
1505,NA
"1506,""CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3"""
"1507,""O.O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[La+3]"""
"1508,""ClBr"""
"1509,""Cc1cccc(c1[N+]([O-])=O)[N+]([O-])=O"""
"1510,""CCNCc1ccccc1"""
"1511,""C1N2CN3CN1CN(C2)C3"""
"1512,""Nc1ccc(O)c(c1)[N+]([O-])=O"""
"1513,""CCO[P](=S)(OCC)OC1=NN(C(=O)C=C1)c2ccccc2"""
1514,NA
"1515,""COC(=O)C(C)N(C(=O)c1ccccc1)c2ccc(F)c(Cl)c2"""
"1516,""O=C1c2ccc3nc(sc3c2C(=O)c4ccc5nc(sc5c14)c6ccccc6)c7ccccc7"""
"1517,""CCCCOC(=O)C1C(C(=O)OCCCC)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl"""
"1518,""CC(=O)C(C)(C)C"""
"1519,""Nc1ccc(O)cc1"""
"1520,""[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O"""
"1521,""[Na+].[Na+].[O-]C([O-])=O"""
1522,NA
"1523,""CCCCCCCCc1ccc(N)cc1"""
"1524,""C1c2ccccc2c3ccccc13"""
"1525,""CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@@H](O[C@@H](C)[C@]2(O)C=O)O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N"""
"1526,""CC1(C)CCCC2(C)C(CCC(C)(O)C=C)C(=C)CCC12"""
1527,NA
"1528,""CCOC(=O)C=C"""
"1529,""OC(=O)c1c(Cl)ccc2cc(Cl)cnc12"""
"1530,""CC(Oc1ccc(Cl)cc1C)C(O)=O"""
"1531,""FC1(F)Oc2cccc(c2O1)c3c[nH]cc3C#N"""
"1532,""CCc1ccc(O)cc1"""
"1533,""[OH-].[K+]"""
"1534,""CN(C)C(=O)Nc1ccccc1"""
1535,NA
"1536,""OC(=O)c1ccccc1C(O)=O"""
"1537,""Oc1ccc(Oc2ccccc2)cc1"""
"1538,""[Na+].CC(Oc1ccc(Oc2ncc(cc2Cl)C(F)(F)F)cc1)C([O-])=O"""
"1539,""BrCC1CCCCO1"""
"1540,""CC(C)(C)N1N=CC(=C(Cl)C1=O)SCc2ccc(cc2)C(C)(C)C"""
"1541,""COc1nc(C)nc(NC(=O)N[S](=O)(=O)c2ccccc2OCCCl)n1"""
"1542,""[NH4+].[NH4+].O[P]([O-])([O-])=O"""
1543,NA
"1544,""[O-][N+](=O)c1cc(c(Cl)c(c1Nc2ncc(cc2Cl)C(F)(F)F)[N+]([O-])=O)C(F)(F)F"""
"1545,""Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl"""
"1546,""O.O.O.O.O.O.O.O.O.[Al+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N](=O)=O"""
"1547,""Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1"""
"1548,""Nc1ccccc1O"""
"1549,""BrC1CCCCC1"""
"1550,""[H+].[H+].[H+].[H+].[Cl-].[Cl-].[Cl-].[Cl-].NCCCNCCCCNCCCN"""
"1551,""CCNc1nc(NCC)nc(SC)n1"""
"1552,""CNC(=O)Oc1ccccc1C2OCCO2"""
"1553,""Cc1cccnc1"""
"1554,""COc1ccc2nccc([C@@H](O)[C@@H]3CC4CCN3C[C@@H]4C=C)c2c1.COc5ccc6nccc([C@@H](O)[C@@H]7CC8CCN7C[C@@H]8C=C)c6c5.O[S](O)(=O)=O"""
"1555,""CCOC(=O)COc1ccc(Cl)cc1Cl"""
"1556,""Cc1ccc2ccccc2c1"""
"1557,""ClCCCCCl"""
1558,NA
"1559,""SC#N"""
1560,NA
"1561,""[U]"""
1562,NA
"1563,""CN(C)c1ccc(cc1)[C+](c2ccccc2)c3ccc(cc3)N(C)C.CN(C)c4ccc(cc4)[C+](c5ccccc5)c6ccc(cc6)N(C)C.OC(=O)C(O)=O.OC(=O)C([O-])=O.OC(=O)C([O-])=O"""
1564,NA
"1565,""COCCOCCO"""
"1566,""[Mn++].[O-][S]([O-])(=O)=O"""
1567,NA
"1568,""COc1ccccc1[N+]([O-])=O"""
"1569,""CCC(C)(C)C(=O)OC1=C(C(=O)OC12CCCCC2)c3ccc(Cl)cc3Cl"""
"1570,""S=[Fe]"""
"1571,""[Cl-].[Cl-].[Cl-].[Fe+3]"""
1572,NA
"1573,""CC[S](=O)(=O)c1nc2ccccn2c1[S](=O)(=O)NC(=O)Nc3nc(OC)cc(OC)n3"""
"1574,""CC(N)=N[P](=S)(Oc1ccc(Cl)cc1)Oc2ccc(Cl)cc2"""
"1575,""CNc1ccc(NCCO)c2C(=O)c3ccccc3C(=O)c12"""
"1576,""[Na+].Cc1cc(Cl)ccc1OCC([O-])=O"""
"1577,""S.[Pb]"""
"1578,""CCCCS"""
"1579,""[Na+].CC(C)OC([S-])=S"""
"1580,""CCOC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(Cl)cc(OC)n2"""
"1581,""CN(C)N.NN"""
"1582,""COC(=O)CSc1cc(N=C2SC(=O)N3CCCCN23)c(F)cc1Cl"""
"1583,""BrCCBr"""
"1584,""[H+].[Cl-].CC1=CC(C=CC1=N)=C(c2ccc(N)cc2)c3ccc(N)cc3"""
"1585,""[O-][N+](=O)c1cc(Cl)ccc1Cl"""
"1586,""COC(=O)c1ccccc1C[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2"""
1587,NA
"1588,""[Na+].[Na+].[Na+].[Na+].[O-][P]([O-])(=O)O[P]([O-])([O-])=O"""
"1589,""S=[Zn]"""
"1590,""CCNC(=O)NC(=O)\C(=N\OC)C#N"""
"1591,""CO[P](=S)(OC)Oc1cc(C)c(SC)c(C)c1"""
"1592,""CNC(=O)O\N=C(SC)\C(=O)N(C)C"""
"1593,""CC(C)CCCCCCCCCCN(CCCCCCCCCCC(C)C)CCCCCCCCCCC(C)C"""
1594,NA
"1595,""CC(O)[NH+](C(C)O)C(C)O.[O-]CC(=O)Oc1ccc(Cl)cc1Cl"""
"1596,""CCCCCCCCCc1ccccc1OCCO"""
"1597,""O([As]1c2ccccc2Oc3ccccc13)[As]4c5ccccc5Oc6ccccc46"""
"1598,""CSc1sc2ccccc2n1"""
"1599,""CC(=C)[C@@H]1CCC(=CC1)C"""
"1600,""Nc1ccc(cc1)[S](O)(=O)=O"""
"1601,""[Na+].[Na+].CCCCCCCCCCCCCCCCO[S]([O-])(=O)=O.CCCCCCCC\C=C/CCCCCCCCO[S]([O-])(=O)=O"""
"1602,""CC1CCCCC1C"""
"1603,""N.N.N.N.OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O"""
"1604,""[Na+].[Na+].[Na+].Nc1ccc2C=C(\C(=N/Nc3ccc4C=C(\C(=N/Nc5ccc(cc5)N=Nc6ccc(N)c7ccc(cc67)[S]([O-])(=O)=O)C(=O)c4c3)[S]([O-])(=O)=O)C(=O)c2c1)[S]([O-])(=O)=O"""
"1605,""OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O"""
"1606,""[K+].[K+].[Cd++](|[C-]#N)(|[C-]#N)(|[C-]#N)|[C-]#N"""
"1607,""[Cu++].CCC1CCC(CCC([O-])=O)C1.CCC2CCC(CCC([O-])=O)C2"""
"1608,""[O-][N+](=O)c1ccccc1Oc2ccc(Cl)cc2"""
"1609,""C(Cc1ccncc1)c2ccncc2"""
1610,NA
"1611,""CCCSC(=O)N(CCC)CCC"""
"1612,""CC(C)O"""
"1613,""Cn1cnc2N(C)C(=O)N(C)C(=O)c12"""
"1614,""[Na+].[Na+].[Na+].[Na+].COc1cc(ccc1N\N=C\2C=Cc3c(cc(c(N)c3C2=O)[S]([O-])(=O)=O)[S]([O-])(=O)=O)c4ccc(N\N=C/5C=Cc6c(cc(c(N)c6C5=O)[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(OC)c4"""
"1615,""ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl"""
"1616,""S.[As]"""
"1617,""CCCCCCCCCCO"""
"1618,""Nc1ccccc1C(=O)c2ccc(Cl)cc2"""
"1619,""CC(C1CC1)C(O)(Cn2cncn2)c3ccc(Cl)cc3"""
1620,NA
1621,NA
"1622,""Cc1c(N)cccc1[N+]([O-])=O"""
"1623,""[O-][N+](=O)OCCOCCO[N+]([O-])=O"""
"1624,""CC(=O)c1ccc(O)cc1"""
1625,NA
"1626,""CCCS[P](=O)(OCC)Oc1cnn(c1)c2ccc(Cl)cc2"""
1627,NA
"1628,""CCCCC(Cn1cncn1)(C#N)c2ccc(Cl)cc2"""
"1629,""[Cl-].CCCCCCCCCCCCC(CCCC)C([PH3+])(CCCC)CCCC"""
"1630,""CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2"""
"1631,""C[C@]1(CC[C@H]2C(=C1)CC[C@@H]3[C@]2(C)CCC[C@@]3(C)C(O)=O)C=C"""
1632,NA
"1633,""CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC"""
"1634,""C1CCC(OC1)n2cnc3c(NCc4ccccc4)ncnc23"""
"1635,""[Na+].[Na+].[Na+].[Na+].Cc1cc(NC(=O)Nc2ccc(N=Nc3cc4c(cccc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)c(C)c2)ccc1N=Nc5cc6c(cccc6[S]([O-])(=O)=O)c(c5)[S]([O-])(=O)=O"""
"1636,""[O-][N+](=O)c1ccc(Cl)c(c1)[N+]([O-])=O"""
"1637,""[Na+].[Na+].[Na+].[Na+].[O-][P]([O-])(=O)O[P]([O-])([O-])=O"""
"1638,""[K+].CC(Oc1cc(Cl)c(Cl)cc1Cl)C([O-])=O"""
"1639,""CO[P](=O)(OC)OC(/C)=C/C(=O)N(C)C"""
"1640,""Nc1cc(Cl)c(Cl)cc1Cl"""
"1641,""CCOC(=O)c1ccccc1"""
"1642,""[Hg++].CC([O-])=O.CC([O-])=O"""
"1643,""[Cu++].[O-]c1cccc2cccnc12.[O-]c3cccc4cccnc34"""
1644,NA
"1645,""CC(C)N1C(=O)c2ccccc2N[S]1(=O)=O"""
"1646,""CC1CCCCC1NC(=O)Nc2ccccc2"""
"1647,""O=C1C2=C(SC(=C(S2)C#N)C#N)C(=O)c3ccccc13"""
"1648,""[K+].[K+].[O-]C([O-])=O"""
"1649,""CC[C@H](C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H]([NH2+]C)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2)C=C[C@@H]1C.[O-]C(=O)c8ccccc8"""
"1650,""OC1CCCCC1"""
"1651,""CC1=CC[C@@H](CC1)C(C)(C)O"""
1652,NA
"1653,""NC(=O)N/N=C/c1oc(cc1)[N+]([O-])=O"""
"1654,""CCCCCC"""
"1655,""CCCC(O)=O"""
"1656,""Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O"""
"1657,""O.O.O.CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(O)=O"""
"1658,""CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C"""
